strain,T-45,T-20,T0,T23,T27,T30,T60,T70,T80,T100
0.695,0,0,1667.706713,1459.206713,1389.706713,1320.206713,1042.206713,868.4567135,694.7067135,347.2067135
0.696,0,0,1668.360543,1459.560543,1389.960543,1320.360543,1041.960543,867.9605429,693.9605429,345.9605429
0.697,0,0,1669.682173,1460.582173,1390.882173,1321.182173,1042.382173,868.1321728,693.8821728,345.3821728
0.698,0,0,1675.079542,1465.679542,1395.879542,1326.079542,1046.879542,872.3795423,697.8795423,348.8795423
0.699,0,0,1677.212784,1467.512784,1397.612784,1327.712784,1048.112784,873.3627837,698.6127837,349.1127837
0.7,0,0,1677.651743,1467.651743,1397.651743,1327.651743,1047.651743,872.6517432,697.6517432,347.6517432
0.701,0,0,1682.96881,1472.66881,1402.56881,1332.46881,1052.06881,876.8188101,701.5688101,351.0688101
0.702,0,0,1684.412466,1473.812466,1403.612466,1333.412466,1052.612466,877.1124661,701.6124661,350.6124661
0.703,0,0,1683.098986,1472.198986,1401.898986,1331.598986,1050.398986,874.6489863,698.8989863,347.3989863
0.704,0,0,1689.1949,1477.9949,1407.5949,1337.1949,1055.5949,879.5949004,703.5949004,351.5949004
0.705,0,0,1692.744138,1481.244138,1410.744138,1340.244138,1058.244138,881.9941377,705.7441377,353.2441377
0.706,0,0,1694.267308,1482.467308,1411.867308,1341.267308,1058.867308,882.3673076,705.8673076,352.8673076
0.707,0,0,1697.494029,1485.394029,1414.694029,1343.994029,1061.194029,884.4440285,707.6940285,354.1940285
0.708,0,0,1699.908654,1487.508654,1416.708654,1345.908654,1062.708654,885.7086542,708.7086542,354.7086542
0.709,0,0,1700.29456,1487.59456,1416.69456,1345.79456,1062.19456,884.9445602,707.6945602,353.1945602
0.71,0,0,1700.213128,1487.213128,1416.213128,1345.213128,1061.213128,883.7131278,706.2131278,351.2131278
0.711,0,0,1703.296336,1489.996336,1418.896336,1347.796336,1063.396336,885.6463358,707.8963358,352.3963358
0.712,0,0,1708.94488,1495.34488,1424.14488,1352.94488,1068.14488,890.1448802,712.1448802,356.1448802
0.713,0,0,1709.289702,1495.389702,1424.089702,1352.789702,1067.589702,889.3397021,711.0897021,354.5897021
0.714,0,0,1712.747048,1498.547048,1427.147048,1355.747048,1070.147048,891.6470477,713.1470477,356.1470477
0.715,0,0,1717.689895,1503.189895,1431.689895,1360.189895,1074.189895,895.4398953,716.6898953,359.1898953
0.716,0,0,1719.03513,1504.23513,1432.63513,1361.03513,1074.63513,895.6351298,716.6351298,358.6351298
0.717,0,0,1720.678715,1505.578715,1433.878715,1362.178715,1075.378715,896.1287152,716.8787152,358.3787152
0.718,0,0,1722.150195,1506.750195,1434.950195,1363.150195,1075.950195,896.4501946,716.9501946,357.9501946
0.719,0,0,1725.238266,1509.538266,1437.638266,1365.738266,1078.138266,898.3882658,718.6382658,359.1382658
0.72,0,0,1729.428158,1513.428158,1441.428158,1369.428158,1081.428158,901.4281581,721.4281581,361.4281581
0.721,0,0,1728.416707,1512.116707,1440.016707,1367.916707,1079.516707,899.2667072,719.0167072,358.5167072
0.722,0,0,1734.924011,1518.324011,1446.124011,1373.924011,1085.124011,904.6240113,724.1240113,363.1240113
0.723,0,0,1737.4034,1520.5034,1448.2034,1375.9034,1086.7034,905.9533999,725.2033999,363.7033999
0.724,0,0,1736.477364,1519.277364,1446.877364,1374.477364,1084.877364,903.8773641,722.8773641,360.8773641
0.725,0,0,1739.902884,1522.402884,1449.902884,1377.402884,1087.402884,906.1528844,724.9028844,362.4028844
0.726,0,0,1741.117772,1523.317772,1450.717772,1378.117772,1087.717772,906.2177719,724.7177719,361.7177719
0.727,0,0,1744.212278,1526.112278,1453.412278,1380.712278,1089.912278,908.1622777,726.4122777,362.9122777
0.728,0,0,1750.220794,1531.820794,1459.020794,1386.220794,1095.020794,913.0207938,731.0207938,367.0207938
0.729,0,0,1748.232578,1529.532578,1456.632578,1383.732578,1092.132578,909.882578,727.632578,363.132578
0.73,0,0,1751.53682,1532.53682,1459.53682,1386.53682,1094.53682,912.0368197,729.5368197,364.5368197
0.731,0,0,1754.011807,1534.711807,1461.611807,1388.511807,1096.111807,913.3618074,730.6118074,365.1118074
0.732,0,0,1756.658016,1537.058016,1463.858016,1390.658016,1097.858016,914.8580161,731.8580161,365.8580161
0.733,0,0,1757.679315,1537.779315,1464.479315,1391.179315,1097.979315,914.7293148,731.4793148,364.9793148
0.734,0,0,1759.402242,1539.202242,1465.802242,1392.402242,1098.802242,915.3022415,731.8022415,364.8022415
0.735,0,0,1762.415938,1541.915938,1468.415938,1394.915938,1100.915938,917.1659379,733.4159379,365.9159379
0.736,0,0,1765.468587,1544.668587,1471.068587,1397.468587,1103.068587,919.068587,735.068587,367.068587
0.737,0,0,1768.795887,1547.695887,1473.995887,1400.295887,1105.495887,921.2458865,736.9958865,368.4958865
0.738,0,0,1771.615727,1550.215727,1476.415727,1402.615727,1107.415727,922.9157269,738.4157269,369.4157269
0.739,0,0,1776.317656,1554.617656,1480.717656,1406.817656,1111.217656,926.4676558,741.7176558,372.2176558
0.74,0,0,1777.014451,1555.014451,1481.014451,1407.014451,1111.014451,926.0144508,741.0144508,371.0144508
0.741,0,0,1778.957464,1556.657464,1482.557464,1408.457464,1112.057464,926.8074638,741.5574638,371.0574638
0.742,0,0,1781.997836,1559.397836,1485.197836,1410.997836,1114.197836,928.6978357,743.1978357,372.1978357
0.743,0,0,1783.717708,1560.817708,1486.517708,1412.217708,1115.017708,929.2677082,743.5177082,372.0177082
0.744,0,0,1786.752789,1563.552789,1489.152789,1414.752789,1117.152789,931.1527886,745.1527886,373.1527886
0.745,0,0,1789.839776,1566.339776,1491.839776,1417.339776,1119.339776,933.0897759,746.8397759,374.3397759
0.746,0,0,1791.000174,1567.200174,1492.600174,1418.000174,1119.600174,933.1001736,746.6001736,373.6001736
0.747,0,0,1794.17851,1570.07851,1495.37851,1420.67851,1121.87851,935.1285102,748.3785102,374.8785102
0.748,0,0,1794.336488,1569.936488,1495.136488,1420.336488,1121.136488,934.1364882,747.1364882,373.1364882
0.749,0,0,1796.635359,1571.935359,1497.035359,1422.135359,1122.535359,935.2853586,748.0353586,373.5353586
0.75,0,0,1801.483508,1576.483508,1501.483508,1426.483508,1126.483508,938.9835079,751.4835079,376.4835079
0.751,0,0,1802.745802,1577.445802,1502.345802,1427.245802,1126.845802,939.0958023,751.3458023,375.8458023
0.752,0,0,1804.894898,1579.294898,1504.094898,1428.894898,1128.094898,940.0948984,752.0948984,376.0948984
0.753,0,0,1808.731075,1582.831075,1507.531075,1432.231075,1131.031075,942.7810747,754.5310747,378.0310747
0.754,0,0,1809.661487,1583.461487,1508.061487,1432.661487,1131.061487,942.5614869,754.0614869,377.0614869
0.755,0,0,1809.985693,1583.485693,1507.985693,1432.485693,1130.485693,941.7356931,752.9856931,375.4856931
0.756,0,0,1814.16096,1587.36096,1511.76096,1436.16096,1133.76096,944.7609602,755.7609602,377.7609602
0.757,0,0,1815.917736,1588.817736,1513.117736,1437.417736,1134.617736,945.3677363,756.1177363,377.6177363
0.758,0,0,1819.657277,1592.257277,1516.457277,1440.657277,1137.457277,947.9572767,758.4572767,379.4572767
0.759,0,0,1823.61386,1595.91386,1520.01386,1444.11386,1140.51386,950.7638598,761.0138598,381.5138598
0.76,0,0,1826.825455,1598.825455,1522.825455,1446.825455,1142.825455,952.8254547,762.8254547,382.8254547
0.761,0,0,1826.985359,1598.685359,1522.585359,1446.485359,1142.085359,951.835359,761.585359,381.085359
0.762,0,0,1829.970059,1601.370059,1525.170059,1448.970059,1144.170059,953.670059,763.170059,382.170059
0.763,0,0,1830.390366,1601.490366,1525.190366,1448.890366,1143.690366,952.9403655,762.1903655,380.6903655
0.764,0,0,1833.544367,1604.344367,1527.944367,1451.544367,1145.944367,954.944367,763.944367,381.944367
0.765,0,0,1837.083849,1607.583849,1531.083849,1454.583849,1148.583849,957.3338488,766.0838488,383.5838488
0.766,0,0,1836.7587,1606.9587,1530.3587,1453.7587,1147.3587,955.8587002,764.3587002,381.3587002
0.767,0,0,1841.255159,1611.155159,1534.455159,1457.755159,1150.955159,959.2051594,767.4551594,383.9551594
0.768,0,0,1842.106153,1611.706153,1534.906153,1458.106153,1150.906153,958.9061527,766.9061527,382.9061527
0.769,0,0,1845.794594,1615.094594,1538.194594,1461.294594,1153.694594,961.4445938,769.1945938,384.6945938
0.77,0,0,1850.9151,1619.9151,1542.9151,1465.9151,1157.9151,965.4151003,772.9151003,387.9151003
0.771,0,0,1852.501837,1621.201837,1544.101837,1467.001837,1158.601837,965.8518373,773.1018373,387.6018373
0.772,0,0,1855.684371,1624.084371,1546.884371,1469.684371,1160.884371,967.8843713,774.8843713,388.8843713
0.773,0,0,1852.114246,1620.214246,1542.914246,1465.614246,1156.414246,963.164246,769.914246,383.414246
0.774,0,0,1856.136418,1623.936418,1546.536418,1469.136418,1159.536418,966.0364179,772.5364179,385.5364179
0.775,0,0,1858.651986,1626.151986,1548.651986,1471.151986,1161.151986,967.4019856,773.6519856,386.1519856
0.776,0,0,1863.206057,1630.406057,1552.806057,1475.206057,1164.806057,970.8060568,776.8060568,388.8060568
0.777,0,0,1867.568255,1634.468255,1556.768255,1479.068255,1168.268255,974.0182551,779.7682551,391.2682551
0.778,0,0,1865.775477,1632.375477,1554.575477,1476.775477,1165.575477,971.0754767,776.5754767,387.5754767
0.779,0,0,1869.750204,1636.050204,1558.150204,1480.250204,1168.650204,973.9002035,779.1502035,389.6502035
0.78,0,0,1873.280384,1639.280384,1561.280384,1483.280384,1171.280384,976.2803843,781.2803843,391.2803843
0.781,0,0,1874.519662,1640.219662,1562.119662,1484.019662,1171.619662,976.3696623,781.1196623,390.6196623
0.782,0,0,1877.434408,1642.834408,1564.634408,1486.434408,1173.634408,978.1344076,782.6344076,391.6344076
0.783,0,0,1881.86591,1646.96591,1568.66591,1490.36591,1177.16591,981.4159099,785.6659099,394.1659099
0.784,0,0,1880.634284,1645.434284,1567.034284,1488.634284,1175.034284,979.0342841,783.0342841,391.0342841
0.785,0,0,1883.392358,1647.892358,1569.392358,1490.892358,1176.892358,980.6423582,784.3923582,391.8923582
0.786,0,0,1884.104766,1648.304766,1569.704766,1491.104766,1176.704766,980.2047661,783.7047661,390.7047661
0.787,0,0,1889.878243,1653.778243,1575.078243,1496.378243,1181.578243,984.8282428,788.0782428,394.5782428
0.788,0,0,1892.392706,1655.992706,1577.192706,1498.392706,1183.192706,986.1927062,789.1927062,395.1927062
0.789,0,0,1892.921341,1656.221341,1577.321341,1498.421341,1182.821341,985.5713405,788.3213405,393.8213405
0.79,0,0,1896.943477,1659.943477,1580.943477,1501.943477,1185.943477,988.4434766,790.9434766,395.9434766
0.791,0,0,1898.747427,1661.447427,1582.347427,1503.247427,1186.847427,989.0974273,791.3474273,395.8474273
0.792,0,0,1901.075245,1663.475245,1584.275245,1505.075245,1188.275245,990.2752452,792.2752452,396.2752452
0.793,0,0,1904.80696,1666.90696,1587.60696,1508.30696,1191.10696,992.8569604,794.6069604,398.1069604
0.794,0,0,1907.615354,1669.415354,1590.015354,1510.615354,1193.015354,994.5153543,796.0153543,399.0153543
0.795,0,0,1907.959358,1669.459358,1589.959358,1510.459358,1192.459358,993.7093579,794.9593579,397.4593579
0.796,0,0,1911.073238,1672.273238,1592.673238,1513.073238,1194.673238,995.6732379,796.6732379,398.6732379
0.797,0,0,1913.625332,1674.525332,1594.825332,1515.125332,1196.325332,997.0753324,797.8253324,399.3253324
0.798,0,0,1915.964384,1676.564384,1596.764384,1516.964384,1197.764384,998.2643843,798.7643843,399.7643843
0.799,0,0,1916.513729,1676.813729,1596.913729,1517.013729,1197.413729,997.663729,797.913729,398.413729
0.8,0,0,1920.712057,1680.712057,1600.712057,1520.712057,1200.712057,1000.712057,800.7120571,400.7120571
0.801,0,0,1921.074637,1680.774637,1600.674637,1520.574637,1200.174637,999.9246366,799.6746366,399.1746366
0.802,0,0,1925.722753,1685.122753,1604.922753,1524.722753,1203.922753,1003.422753,802.9227527,401.9227527
0.803,0,0,1929.490719,1688.590719,1608.290719,1527.990719,1206.790719,1006.040719,805.2907187,403.7907187
0.804,0,0,1928.864698,1687.664698,1607.264698,1526.864698,1205.264698,1004.264698,803.2646978,401.2646978
0.805,0,0,1933.763715,1692.263715,1611.763715,1531.263715,1209.263715,1008.013715,806.7637151,404.2637151
0.806,0,0,1933.891942,1692.091942,1611.491942,1530.891942,1208.491942,1006.991942,805.4919425,402.4919425
0.807,0,0,1939.6674,1697.5674,1616.8674,1536.1674,1213.3674,1011.6174,809.8674003,406.3674003
0.808,0,0,1942.178225,1699.778225,1618.978225,1538.178225,1214.978225,1012.978225,810.9782255,406.9782255
0.809,0,0,1941.690391,1698.990391,1618.090391,1537.190391,1213.590391,1011.340391,809.0903905,404.5903905
0.81,0,0,1944.383058,1701.383058,1620.383058,1539.383058,1215.383058,1012.883058,810.3830585,405.3830585
0.811,0,0,1947.610215,1704.310215,1623.210215,1542.110215,1217.710215,1014.960215,812.2102148,406.7102148
0.812,0,0,1949.687349,1706.087349,1624.887349,1543.687349,1218.887349,1015.887349,812.8873489,406.8873489
0.813,0,0,1951.412504,1707.512504,1626.212504,1544.912504,1219.712504,1016.462504,813.2125045,406.7125045
0.814,0,0,1952.402255,1708.202255,1626.802255,1545.402255,1219.802255,1016.302255,812.8022553,405.8022553
0.815,0,0,1953.691375,1709.191375,1627.691375,1546.191375,1220.191375,1016.441375,812.6913752,405.1913752
0.816,0,0,1959.219279,1714.419279,1632.819279,1551.219279,1224.819279,1020.819279,816.8192794,408.8192794
0.817,0,0,1958.300021,1713.200021,1631.500021,1549.800021,1223.000021,1018.750021,814.5000212,406.0000212
0.818,0,0,1960.40235,1715.00235,1633.20235,1551.40235,1224.20235,1019.70235,815.2023499,406.2023499
0.819,0,0,1967.33561,1721.63561,1639.73561,1557.83561,1230.23561,1025.48561,820.73561,411.23561
0.82,0,0,1967.920127,1721.920127,1639.920127,1557.920127,1229.920127,1024.920127,819.9201272,409.9201272
0.821,0,0,1973.981172,1727.681172,1645.581172,1563.481172,1235.081172,1029.831172,824.5811719,414.0811719
0.822,0,0,1968.748815,1722.148815,1639.948815,1557.748815,1228.948815,1023.448815,817.9488153,406.9488153
0.823,0,0,1973.585892,1726.685892,1644.385892,1562.085892,1232.885892,1027.135892,821.3858923,409.8858923
0.824,0,0,1977.101171,1729.901171,1647.501171,1565.101171,1235.501171,1029.501171,823.5011706,411.5011706
0.825,0,0,1982.162805,1734.662805,1652.162805,1569.662805,1239.662805,1033.412805,827.1628051,414.6628051
0.826,0,0,1981.595535,1733.795535,1651.195535,1568.595535,1238.195535,1031.695535,825.1955352,412.1955352
0.827,0,0,1983.138016,1735.038016,1652.338016,1569.638016,1238.838016,1032.088016,825.3380164,411.8380164
0.828,0,0,1987.081084,1738.681084,1655.881084,1573.081084,1241.881084,1034.881084,827.8810838,413.8810838
0.829,0,0,1990.533367,1741.833367,1658.933367,1576.033367,1244.433367,1037.183367,829.9333671,415.4333671
0.83,0,0,1992.77886,1743.77886,1660.77886,1577.77886,1245.77886,1038.27886,830.77886,415.77886
0.831,0,0,1992.638843,1743.338843,1660.238843,1577.138843,1244.738843,1036.988843,829.2388426,413.7388426
0.832,0,0,1995.374806,1745.774806,1662.574806,1579.374806,1246.574806,1038.574806,830.5748065,414.5748065
0.833,0,0,1998.82379,1748.92379,1665.62379,1582.32379,1249.12379,1040.87379,832.6237903,416.1237903
0.834,0,0,1999.33596,1749.13596,1665.73596,1582.33596,1248.73596,1040.23596,831.7359601,414.7359601
0.835,0,0,2005.12202,1754.62202,1671.12202,1587.62202,1253.62202,1044.87202,836.1220196,418.6220196
0.836,0,0,2008.041729,1757.241729,1673.641729,1590.041729,1255.641729,1046.641729,837.6417288,419.6417288
0.837,0,0,2008.613993,1757.513993,1673.813993,1590.113993,1255.313993,1046.063993,836.8139935,418.3139935
0.838,0,0,2009.981648,1758.581648,1674.781648,1590.981648,1255.781648,1046.281648,836.7816484,417.7816484
0.839,0,0,2011.839642,1760.139642,1676.239642,1592.339642,1256.739642,1046.989642,837.239642,417.739642
0.84,0,0,2016.493531,1764.493531,1680.493531,1596.493531,1260.493531,1050.493531,840.4935306,420.4935306
0.841,0,0,2020.362081,1768.062081,1683.962081,1599.862081,1263.462081,1053.212081,842.9620814,422.4620814
0.842,0,0,2022.651112,1770.051112,1685.851112,1601.651112,1264.851112,1054.351112,843.851112,422.851112
0.843,0,0,2024.183743,1771.283743,1686.983743,1602.683743,1265.483743,1054.733743,843.9837435,422.4837435
0.844,0,0,2026.654708,1773.454708,1689.054708,1604.654708,1267.054708,1056.054708,845.0547083,423.0547083
0.845,0,0,2030.872467,1777.372467,1692.872467,1608.372467,1270.372467,1059.122467,847.8724673,425.3724673
0.846,0,0,2029.344179,1775.544179,1690.944179,1606.344179,1267.944179,1056.444179,844.9441791,421.9441791
0.847,0,0,2031.003815,1776.903815,1692.203815,1607.503815,1268.703815,1056.953815,845.2038152,421.7038152
0.848,0,0,2035.941131,1781.541131,1696.741131,1611.941131,1272.741131,1060.741131,848.7411313,424.7411313
0.849,0,0,2041.384385,1786.684385,1701.784385,1616.884385,1277.284385,1065.034385,852.7843855,428.2843855
0.85,0,0,2039.200964,1784.200964,1699.200964,1614.200964,1274.200964,1061.700964,849.2009643,424.2009643
0.851,0,0,2039.695907,1784.395907,1699.295907,1614.195907,1273.795907,1061.045907,848.2959066,422.7959066
0.852,0,0,2043.346216,1787.746216,1702.546216,1617.346216,1276.546216,1063.546216,850.5462161,424.5462161
0.853,0,0,2048.38197,1792.48197,1707.18197,1621.88197,1280.68197,1067.43197,854.18197,427.68197
0.854,0,0,2052.586949,1796.386949,1710.986949,1625.586949,1283.986949,1070.486949,856.9869494,429.9869494
0.855,0,0,2050.193846,1793.693846,1708.193846,1622.693846,1280.693846,1066.943846,853.1938462,425.6938462
0.856,0,0,2053.314908,1796.514908,1710.914908,1625.314908,1282.914908,1068.914908,854.9149081,426.9149081
0.857,0,0,2057.516804,1800.416804,1714.716804,1629.016804,1286.216804,1071.966804,857.7168043,429.2168043
0.858,0,0,2059.16173,1801.76173,1715.96173,1630.16173,1286.96173,1072.46173,857.9617304,428.9617304
0.859,0,0,2062.373373,1804.673373,1718.773373,1632.873373,1289.273373,1074.523373,859.7733729,430.2733729
0.86,0,0,2062.63441,1804.63441,1718.63441,1632.63441,1288.63441,1073.63441,858.6344101,428.6344101
0.861,0,0,2068.184049,1809.884049,1723.784049,1637.684049,1293.284049,1078.034049,862.7840488,432.2840488
0.862,0,0,2069.350533,1810.750533,1724.550533,1638.350533,1293.550533,1078.050533,862.550533,431.550533
0.863,0,0,2069.254202,1810.354202,1724.054202,1637.754202,1292.554202,1076.804202,861.0542022,429.5542022
0.864,0,0,2075.06455,1815.86455,1729.46455,1643.06455,1297.46455,1081.46455,865.46455,433.46455
0.865,0,0,2074.957869,1815.457869,1728.957869,1642.457869,1296.457869,1080.207869,863.9578693,431.4578693
0.866,0,0,2080.657923,1820.857923,1734.257923,1647.657923,1301.257923,1084.757923,868.2579234,435.2579234
0.867,0,0,2079.804475,1819.704475,1733.004475,1646.304475,1299.504475,1082.754475,866.0044745,432.5044745
0.868,0,0,2082.043401,1821.643401,1734.843401,1648.043401,1300.843401,1083.843401,866.8434011,432.8434011
0.869,0,0,2087.396972,1826.696972,1739.796972,1652.896972,1305.296972,1088.046972,870.7969716,436.2969716
0.87,0,0,2086.572706,1825.572706,1738.572706,1651.572706,1303.572706,1086.072706,868.5727063,433.5727063
0.871,0,0,2089.763022,1828.463022,1741.363022,1654.263022,1305.863022,1088.113022,870.3630225,434.8630225
0.872,0,0,2092.857099,1831.257099,1744.057099,1656.857099,1308.057099,1090.057099,872.0570988,436.0570988
0.873,0,0,2094.362164,1832.462164,1745.162164,1657.862164,1308.662164,1090.412164,872.1621639,435.6621639
0.874,0,0,2096.721075,1834.521075,1747.121075,1659.721075,1310.121075,1091.621075,873.1210752,436.1210752
0.875,0,0,2098.941633,1836.441633,1748.941633,1661.441633,1311.441633,1092.691633,873.9416332,436.4416332
0.876,0,0,2101.858508,1839.058508,1751.458508,1663.858508,1313.458508,1094.458508,875.4585081,437.4585081
0.877,0,0,2102.771049,1839.671049,1751.971049,1664.271049,1313.471049,1094.221049,874.9710487,436.4710487
0.878,0,0,2110.474772,1847.074772,1759.274772,1671.474772,1320.274772,1100.774772,881.2747722,442.2747722
0.879,0,0,2111.537625,1847.837625,1759.937625,1672.037625,1320.437625,1100.687625,880.9376251,441.4376251
0.88,0,0,2113.6724,1849.6724,1761.6724,1673.6724,1321.6724,1101.6724,881.6724005,441.6724005
0.881,0,0,2114.472367,1850.172367,1762.072367,1673.972367,1321.572367,1101.322367,881.0723666,440.5723666
0.882,0,0,2116.990391,1852.390391,1764.190391,1675.990391,1323.190391,1102.690391,882.1903907,441.1903907
0.883,0,0,2118.605231,1853.705231,1765.405231,1677.105231,1323.905231,1103.155231,882.4052306,440.9052306
0.884,0,0,2121.579769,1856.379769,1767.979769,1679.579769,1325.979769,1104.979769,883.9797686,441.9797686
0.885,0,0,2123.363227,1857.863227,1769.363227,1680.863227,1326.863227,1105.613227,884.3632266,441.8632266
0.886,0,0,2125.983869,1860.183869,1771.583869,1682.983869,1328.583869,1107.083869,885.5838686,442.5838686
0.887,0,0,2128.847605,1862.747605,1774.047605,1685.347605,1330.547605,1108.797605,887.0476046,443.5476046
0.888,0,0,2130.730696,1864.330696,1775.530696,1686.730696,1331.530696,1109.530696,887.5306965,443.5306965
0.889,0,0,2134.701002,1868.001002,1779.101002,1690.201002,1334.601002,1112.351002,890.1010024,445.6010024
0.89,0,0,2134.820457,1867.820457,1778.820457,1689.820457,1333.820457,1111.320457,888.8204574,443.8204574
0.891,0,0,2139.453186,1872.153186,1783.053186,1693.953186,1337.553186,1114.803186,892.0531858,446.5531858
0.892,0,0,2141.736674,1874.136674,1784.936674,1695.736674,1338.936674,1115.936674,892.9366743,446.9366743
0.893,0,0,2143.701268,1875.801268,1786.501268,1697.201268,1340.001268,1116.751268,893.5012679,447.0012679
0.894,0,0,2141.258768,1873.058768,1783.658768,1694.258768,1336.658768,1113.158768,889.6587685,442.6587685
0.895,0,0,2149.158687,1880.658687,1791.158687,1701.658687,1343.658687,1119.908687,896.1586874,448.6586874
0.896,0,0,2151.142306,1882.342306,1792.742306,1703.142306,1344.742306,1120.742306,896.7423059,448.7423059
0.897,0,0,2152.560905,1883.460905,1793.760905,1704.060905,1345.260905,1121.010905,896.7609053,448.2609053
0.898,0,0,2156.695441,1887.295441,1797.495441,1707.695441,1348.495441,1123.995441,899.4954412,450.4954412
0.899,0,0,2157.606287,1887.906287,1798.006287,1708.106287,1348.506287,1123.756287,899.0062866,449.5062866
0.9,0,0,2158.540268,1888.540268,1798.540268,1708.540268,1348.540268,1123.540268,898.5402681,448.5402681
0.901,0,0,2164.036485,1893.736485,1803.636485,1713.536485,1353.136485,1127.886485,902.6364846,452.1364846
0.902,0,0,2163.677254,1893.077254,1802.877254,1712.677254,1351.877254,1126.377254,900.8772542,449.8772542
0.903,0,0,2167.848043,1896.948043,1806.648043,1716.348043,1355.148043,1129.398043,903.6480432,452.1480432
0.904,0,0,2170.997384,1899.797384,1809.397384,1718.997384,1357.397384,1131.397384,905.3973839,453.3973839
0.905,0,0,2171.883448,1900.383448,1809.883448,1719.383448,1357.383448,1131.133448,904.8834478,452.3834478
0.906,0,0,2173.717072,1901.917072,1811.317072,1720.717072,1358.317072,1131.817072,905.3170718,452.3170718
0.907,0,0,2177.734588,1905.634588,1814.934588,1724.234588,1361.434588,1134.684588,907.9345883,454.4345883
0.908,0,0,2178.941862,1906.541862,1815.741862,1724.941862,1361.741862,1134.741862,907.741862,453.741862
0.909,0,0,2181.343316,1908.643316,1817.743316,1726.843316,1363.243316,1135.993316,908.7433157,454.2433157
0.91,0,0,2184.775824,1911.775824,1820.775824,1729.775824,1365.775824,1138.275824,910.7758243,455.7758243
0.911,0,0,2188.197462,1914.897462,1823.797462,1732.697462,1368.297462,1140.547462,912.797462,457.297462
0.912,0,0,2189.018725,1915.418725,1824.218725,1733.018725,1368.218725,1140.218725,912.2187251,456.2187251
0.913,0,0,2192.344019,1918.444019,1827.144019,1735.844019,1370.644019,1142.394019,914.1440185,457.6440185
0.914,0,0,2193.233025,1919.033025,1827.633025,1736.233025,1370.633025,1142.133025,913.6330246,456.6330246
0.915,0,0,2194.698006,1920.198006,1828.698006,1737.198006,1371.198006,1142.448006,913.698006,456.198006
0.916,0,0,2199.837536,1925.037536,1833.437536,1741.837536,1375.437536,1146.437536,917.4375357,459.4375357
0.917,0,0,2200.801655,1925.701655,1834.001655,1742.301655,1375.501655,1146.251655,917.0016551,458.5016551
0.918,0,0,2202.627689,1927.227689,1835.427689,1743.627689,1376.427689,1146.927689,917.4276891,458.4276891
0.919,0,0,2205.022209,1929.322209,1837.422209,1745.522209,1377.922209,1148.172209,918.4222089,458.9222089
0.92,0,0,2207.895783,1931.895783,1839.895783,1747.895783,1379.895783,1149.895783,919.8957828,459.8957828
0.921,0,0,2210.858627,1934.558627,1842.458627,1750.358627,1381.958627,1151.708627,921.4586273,460.9586273
0.922,0,0,2215.352032,1938.752032,1846.552032,1754.352032,1385.552032,1155.052032,924.5520318,463.5520318
0.923,0,0,2213.353486,1936.453486,1844.153486,1751.853486,1382.653486,1151.903486,921.1534859,459.6534859
0.924,0,0,2220.313288,1943.113288,1850.713288,1758.313288,1388.713288,1157.713288,926.7132877,464.7132877
0.925,0,0,2218.503571,1941.003571,1848.503571,1756.003571,1386.003571,1154.753571,923.5035706,461.0035706
0.926,0,0,2222.215275,1944.415275,1851.815275,1759.215275,1388.815275,1157.315275,925.8152754,462.8152754
0.927,0,0,2225.099091,1946.999091,1854.299091,1761.599091,1390.799091,1159.049091,927.2990911,463.7990911
0.928,0,0,2224.87388,1946.47388,1853.67388,1760.87388,1389.67388,1157.67388,925.6738796,461.6738796
0.929,0,0,2228.860385,1950.160385,1857.260385,1764.360385,1392.760385,1160.510385,928.2603847,463.7603847
0.93,0,0,2231.120541,1952.120541,1859.120541,1766.120541,1394.120541,1161.620541,929.1205414,464.1205414
0.931,0,0,2234.401246,1955.101246,1862.001246,1768.901246,1396.501246,1163.751246,931.001246,465.501246
0.932,0,0,2240.902053,1961.302053,1868.102053,1774.902053,1402.102053,1169.102053,936.102053,470.102053
0.933,0,0,2239.085202,1959.185202,1865.885202,1772.585202,1399.385202,1166.135202,932.8852019,466.3852019
0.934,0,0,2243.68305,1963.48305,1870.08305,1776.68305,1403.08305,1169.58305,936.0830503,469.0830503
0.935,0,0,2240.212194,1959.712194,1866.212194,1772.712194,1398.712194,1164.962194,931.2121939,463.7121939
0.936,0,0,2246.795975,1965.995975,1872.395975,1778.795975,1404.395975,1170.395975,936.3959747,468.3959747
0.937,0,0,2251.018791,1969.918791,1876.218791,1782.518791,1407.718791,1173.468791,939.2187909,470.7187909
0.938,0,0,2249.699302,1968.299302,1874.499302,1780.699302,1405.499302,1170.999302,936.4993017,467.4993017
0.939,0,0,2254.251801,1972.551801,1878.651801,1784.751801,1409.151801,1174.401801,939.6518009,470.1518009
0.94,0,0,2255.638295,1973.638295,1879.638295,1785.638295,1409.638295,1174.638295,939.6382955,469.6382955
0.941,0,0,2258.389888,1976.089888,1881.989888,1787.889888,1411.489888,1176.239888,940.9898881,470.4898881
0.942,0,0,2258.878967,1976.278967,1882.078967,1787.878967,1411.078967,1175.578967,940.0789673,469.0789673
0.943,0,0,2263.631702,1980.731702,1886.431702,1792.131702,1414.931702,1179.181702,943.4317025,471.9317025
0.944,0,0,2267.642971,1984.442971,1890.042971,1795.642971,1418.042971,1182.042971,946.0429711,474.0429711
